,user_id,order_date,point,comment,order_no,order_item
8747,do,2019년 07월 25일,3,보통 돈까스 두껍내요 그래서 살짝 질길정도,3685,두툼한 통등심 가츠동
8748,qk,2019년 07월 25일,4,잘먹었습니다 샐러드 먹기 좋네요,3684,허니갈릭 닭가슴살 시저샐러드
8749,qk,2019년 07월 25일,3,괜히 다른거 안 먹고 다음부터는 그냥 부추그거 시킬게요 리조또가 저에겐 너무 안 맞네요ㅠㅠ 배달은 조금 늦어졌어요 봉투가 비도 조금젖고 찌그러졌고요,3683,로스트 치킨과 매콤한 크림리조또
8750,99,2019년 07월 25일,5,늘 그렇듯 배달은 1시간 20분만에 왔네요. 뭐 늦을줄 알고 일찍 주문한거라 시간 맞춰 식사는 했습니다. ^^,3682,두툼한 통등심 가츠동
8751,as,2019년 07월 25일,4,ㄱㄴㄱㄴㄱㄴㄱㄴㄱㄴ,3681,두툼한 통등심 가츠동
8752,as,2019년 07월 25일,4,ㄱㄴㄱㄴㄱㄴㄱㄴㄱㄴ,3681,명란마요 가라아게
8753,as,2019년 07월 25일,4,ㄱㄴㄱㄴㄱㄴㄱㄴㄱㄴ,3680,로스트 치킨과 매콤한 크림리조또
8754,fr,2019년 07월 25일,4,각각 메뉴는 정말 맛있어요. 양이 조금만 더 많으면 좋겠어요,3679,대패삼겹덮밥
8755,fr,2019년 07월 25일,4,각각 메뉴는 정말 맛있어요. 양이 조금만 더 많으면 좋겠어요,3679,허니갈릭 닭가슴살 시저샐러드
8756,he,2019년 07월 25일,5,피크 시간대에 주문해서 살짝 배달이 오래걸렸지만 음식도 따뜻하게 오고 맛도 최고였어요!! 역시 믿고 먹는 셰플리!<U+0001F44D>,3678,매콤대패삼겹덮밥
8757,he,2019년 07월 25일,5,피크 시간대에 주문해서 살짝 배달이 오래걸렸지만 음식도 따뜻하게 오고 맛도 최고였어요!! 역시 믿고 먹는 셰플리!<U+0001F44D>,3678,코카콜라 제로
8758,he,2019년 07월 25일,5,피크 시간대에 주문해서 살짝 배달이 오래걸렸지만 음식도 따뜻하게 오고 맛도 최고였어요!! 역시 믿고 먹는 셰플리!<U+0001F44D>,3678,스프라이트
8759,he,2019년 07월 25일,5,피크 시간대에 주문해서 살짝 배달이 오래걸렸지만 음식도 따뜻하게 오고 맛도 최고였어요!! 역시 믿고 먹는 셰플리!<U+0001F44D>,3678,로스트 치킨과 매콤한 크림리조또
8760,he,2019년 07월 25일,5,피크 시간대에 주문해서 살짝 배달이 오래걸렸지만 음식도 따뜻하게 오고 맛도 최고였어요!! 역시 믿고 먹는 셰플리!<U+0001F44D>,3678,멘보샤
8761,he,2019년 07월 25일,5,피크 시간대에 주문해서 살짝 배달이 오래걸렸지만 음식도 따뜻하게 오고 맛도 최고였어요!! 역시 믿고 먹는 셰플리!<U+0001F44D>,3678,허니갈릭 닭가슴살 시저샐러드
8762,he,2019년 07월 25일,5,피크 시간대에 주문해서 살짝 배달이 오래걸렸지만 음식도 따뜻하게 오고 맛도 최고였어요!! 역시 믿고 먹는 셰플리!<U+0001F44D>,3678,명란마요 가라아게
8763,he,2019년 07월 25일,5,피크 시간대에 주문해서 살짝 배달이 오래걸렸지만 음식도 따뜻하게 오고 맛도 최고였어요!! 역시 믿고 먹는 셰플리!<U+0001F44D>,3678,명란마요 가라아게
8764,fo,2019년 07월 25일,5,Respect respect,3677,허니갈릭 닭가슴살 시저샐러드
8765,ke,2019년 07월 24일,2,지난번 맛있게 먹었던 기억으로 다시 주문했는데...:; 한시간이나 걸렸지만 따뜻하게 잘 배달되었지만 맛이...돼지 비린내가 많이나서 부추와 먹어도 좋지않았음 지난번엔 안그랬는데...,3676,대패삼겹덮밥
8766,ok,2019년 07월 24일,3,점점 야박해지는 배달 음식.,3675,매콤대패삼겹덮밥
8767,ok,2019년 07월 24일,3,점점 야박해지는 배달 음식.,3675,두툼한 통등심 가츠동
8768,mt,2019년 07월 24일,3,신박한 맛이지만 이게 만 원!??? 양은 많긴한데 비싸다 역시 강남물가인가,3674,그라나파다노 김치볶음밥
8769,ki,2019년 07월 24일,4,배달 75분 걸렸어요. 후기에 늦는단 얘기 많았어서 그러려니 했어요. 음식은 따뜻하고 맛있네요,3673,두툼한 통등심 가츠동
8770,kj,2019년 07월 24일,3,배달은 느린거 알고시켰고 음식자체가 좀 느끼함 치킨이 생각보다 크고 닭강정 밥에 비벼먹는거 같았어요. 다음엔 다른거 시켜먹을듯,3672,수원왕갈비 치밥
8771,to,2019년 07월 24일,5,맛나게 먹었습니다~~ 든든해요,3671,대패삼겹덮밥
8772,be,2019년 07월 24일,3,양은 일인분으로 적당합니다. 삼겹이라고 되어 있으나 실제 삼겹은 아닌듯하고 앞다리 살 정도 되는 비계가 약간 있는 부위입니다. 돼지 냄새가 약간 나고 데친후 소스를 뿌린듯 맛이 따로 놀았습니다. 새우튀김은 기성품을 그냥 튀겨낸거 같은데. 이게 겉도는 정도가 아니라 따로 놉니다. 소스만 맛납니다. 배달도 느려서 예정시간보다 20분 늦었습니다.,3670,대패삼겹덮밥
8773,be,2019년 07월 24일,3,양은 일인분으로 적당합니다. 삼겹이라고 되어 있으나 실제 삼겹은 아닌듯하고 앞다리 살 정도 되는 비계가 약간 있는 부위입니다. 돼지 냄새가 약간 나고 데친후 소스를 뿌린듯 맛이 따로 놀았습니다. 새우튀김은 기성품을 그냥 튀겨낸거 같은데. 이게 겉도는 정도가 아니라 따로 놉니다. 소스만 맛납니다. 배달도 느려서 예정시간보다 20분 늦었습니다.,3670,명란마요 가라아게
8774,hi,2019년 07월 24일,5,맛있습니다. 존맛.,3669,두툼한 통등심 가츠동
8775,ti,2019년 07월 24일,5,맛있게 질 먹었습니다,3668,두툼한 통등심 가츠동
8776,ti,2019년 07월 24일,5,맛있게 질 먹었습니다,3668,된장국추가
8777,so,2019년 07월 24일,5,맛있게 잘 먹었어요!,3667,로스트 치킨과 매콤한 크림리조또
8778,va,2019년 07월 24일,5,닭도 부드럽고 맛있어용,3666,로스트 치킨과 매콤한 크림리조또
8779,rj,2019년 07월 23일,1,"항상 배달이 늦네요 오늘은 80분 걸렸습니다 음식이 따뜻한걸 보면 배달하는 분들 책임은 아닌 것 같은데, 이정도면 개선해야 하지 않나요? 처음 시켜먹을 때도 그렇고 한결같이 한시간 이상 걸리네요",3665,두툼한 통등심 가츠동
8780,s0,2019년 07월 23일,5,셰플리 맛있어요...,3664,두툼한 통등심 가츠동
8781,s0,2019년 07월 23일,5,셰플리 맛있어요...,3663,수원왕갈비 치밥
8782,ch,2019년 07월 23일,4,맛잇는데 고기에서냄새살짝나영 갈비닭은 튀김이너무마나여,3662,대패삼겹덮밥
8783,ch,2019년 07월 23일,4,맛잇는데 고기에서냄새살짝나영 갈비닭은 튀김이너무마나여,3662,수원왕갈비 치밥
8784,ch,2019년 07월 23일,4,맛잇는데 고기에서냄새살짝나영 갈비닭은 튀김이너무마나여,3662,트러플 감자튀김
8785,kj,2019년 07월 23일,5,아 대박..... 요즘 하도 마라마라하는데 막상 먹으면 맵기만 하고 그랫는데 진짜 마라에요 이건+!! 셰플리 신메뉴 안 먹으면 죽는 병 걸릴 거 가틈 ㅠ,3661,매콤대패삼겹덮밥
8786,al,2019년 07월 23일,1,배달이 너무 느리네요.... 40분 예상시간해놓고 90분 걸린듯....뭐죠 진짜 매장 번호도 없고 정말 다시는 안먹겠습니다 양도 적어요,3660,허니갈릭 닭가슴살 시저샐러드
8787,al,2019년 07월 23일,1,배달이 너무 느리네요.... 40분 예상시간해놓고 90분 걸린듯....뭐죠 진짜 매장 번호도 없고 정말 다시는 안먹겠습니다 양도 적어요,3660,명란마요밥
8788,al,2019년 07월 23일,1,배달이 너무 느리네요.... 40분 예상시간해놓고 90분 걸린듯....뭐죠 진짜 매장 번호도 없고 정말 다시는 안먹겠습니다 양도 적어요,3660,된장국추가
8789,ru,2019년 07월 23일,4,맛있게 잘먹었습니다~,3659,매콤대패삼겹덮밥
8790,ja,2019년 07월 23일,5,양많이달라고 했는데 양많이주셨네요! 엄청 마시써요 근데 배달이 너무 오래걸리네요 ㅠ,3658,매콤대패삼겹덮밥
8791,ja,2019년 07월 23일,5,양많이달라고 했는데 양많이주셨네요! 엄청 마시써요 근데 배달이 너무 오래걸리네요 ㅠ,3658,코카콜라 제로
8792,s_,2019년 07월 23일,3,셰플리 처음에 이메뉴 나왔을때 시켰던 맛이랑 완전 틀리네요ㅎㅎ 예전에 고소하고 크리미한 맛이 문득 기억나서 시켜봤는데 청양고추인지 대파인지 가득들어서 놀랬습니다. 맛도 맵기도 하구요. 빈속에 첫식사로는 좋지않은 메뉴인것 같습니다. 배달은 친절하고 빨라서 좋았습니다.,3657,로스트 치킨과 매콤한 크림리조또
8793,s_,2019년 07월 23일,3,셰플리 처음에 이메뉴 나왔을때 시켰던 맛이랑 완전 틀리네요ㅎㅎ 예전에 고소하고 크리미한 맛이 문득 기억나서 시켜봤는데 청양고추인지 대파인지 가득들어서 놀랬습니다. 맛도 맵기도 하구요. 빈속에 첫식사로는 좋지않은 메뉴인것 같습니다. 배달은 친절하고 빨라서 좋았습니다.,3657,스프라이트
8794,ti,2019년 07월 23일,5,삼겹양도많고 부추도 적당히 맛있네요,3656,대패삼겹덮밥
8795,99,2019년 07월 23일,5,잘 먹었어요. 오늘도 주문 예정... ^^,3655,허니갈릭 닭가슴살 시저샐러드
8796,sy,2019년 07월 23일,5,양이 좀 아쉽지만 맛있습니딘,3654,명란마요 가라아게 콤보
8797,jk,2019년 07월 22일,5,<U+0001F609><U+0001F609><U+0001F609><U+0001F609><U+0001F609>,3653,매콤대패삼겹덮밥
8798,jk,2019년 07월 22일,5,<U+0001F609><U+0001F609><U+0001F609><U+0001F609><U+0001F609>,3653,코카콜라
8799,hy,2019년 07월 22일,5,좋아요~~ 맛나요~~,3652,대패삼겹덮밥
8800,wj,2019년 07월 22일,5,이쁜모양만큼 양도 푸짐했으면좋겠습니다.,3651,두툼한 통등심 가츠동
8801,re,2019년 07월 22일,5,맵게 해달라고 요청 보낼까 말까 고민하다가 안보냈는데 적당히 ㅁ맵고 맛있었어요,3650,매콤대패삼겹덮밥
8802,re,2019년 07월 22일,5,맵게 해달라고 요청 보낼까 말까 고민하다가 안보냈는데 적당히 ㅁ맵고 맛있었어요,3650,코카콜라 제로
8803,tj,2019년 07월 22일,5,마이쪙! 늘 맛나게 먹음,3649,대패삼겹덮밥
8804,rk,2019년 07월 22일,4,무난무난한 리조또에요. 파마산 치즈가루 넣어먹으면 진짜 존맛이에요. 그냥 먹기엔 너무 유크림 느낌이 많이나서 저처럼 먹는걸 추천드려요. 닭가슴살의 부드러움은 일품이에요!!,3648,로스트 치킨과 매콤한 크림리조또
8805,kj,2019년 07월 22일,5,이벤트덕분에 저렴하게잘먹었어요^^,3647,두툼한 통등심 가츠동
8806,dp,2019년 07월 21일,5,생각보다 너무 좋앗어요 JMT,3646,수원왕갈비 치밥
8807,dp,2019년 07월 21일,5,생각보다 너무 좋앗어요 JMT,3646,멘보샤
8808,dp,2019년 07월 21일,5,생각보다 너무 좋앗어요 JMT,3646,명란마요 가라아게
8809,rk,2019년 07월 21일,5,맛있어요~~~~~~,3645,로스트 치킨과 매콤한 크림리조또
8810,ho,2019년 07월 21일,4,기다리다 지쳤어요ㅎ 맛있는데 양이 조금만 더 됐으면 좋겠어요,3644,대패삼겹덮밥
8811,ho,2019년 07월 21일,4,기다리다 지쳤어요ㅎ 맛있는데 양이 조금만 더 됐으면 좋겠어요,3644,트러플 감자튀김
8812,ho,2019년 07월 21일,4,기다리다 지쳤어요ㅎ 맛있는데 양이 조금만 더 됐으면 좋겠어요,3644,종가집김치
8813,ww,2019년 07월 21일,5,맛있긴 한데 정가에 먹긴 좀...,3643,대패삼겹덮밥
8814,ma,2019년 07월 21일,5,배달이 느려서 배달원께 물어보니.셰플리는 원래 기본이60분이라네요.90분걸린듯,3642,대패삼겹덮밥
8815,gu,2019년 07월 21일,5,오늘도 정말잘먹었습니다! 맛은 당연히 최고였고 한끼식사로 뚝딱입니다~!,3641,두툼한 통등심 가츠동
8816,jm,2019년 07월 21일,5,배달도 빠르고 맛있어요,3640,그라나파다노 김치볶음밥
8817,jm,2019년 07월 21일,5,배달도 빠르고 맛있어요,3640,명란마요밥
8818,jm,2019년 07월 21일,5,배달도 빠르고 맛있어요,3640,종가집김치
8819,jm,2019년 07월 21일,5,배달도 빠르고 맛있어요,3640,두툼한 통등심 가츠동
8820,jm,2019년 07월 21일,5,배달도 빠르고 맛있어요,3640,명란마요밥
8821,wi,2019년 07월 21일,3,"(꼬막 비빔밥 제발!! 재출시해주셔요!! ㅠㅠㅠ) 우선.. 맛은 보통입니다 ( 그리고 짜요..) 일반 중식 마파두부에 아주 조금 얼얼할 뿐이다랄까.... 당연 가격은 비싼 편입니다. 두번 주문할 맛과 가격은 아닌듯해요. (꼬막 비빔밥이 제일 맛있고, 생각나고, 갑이였는데.... ㅠㅠㅠ )",3639,매콤대패삼겹덮밥
8822,si,2019년 07월 21일,5,먹으니 마음도 육체도 따뜻해지는 맛,3638,그라나파다노 김치볶음밥
8823,ma,2019년 07월 21일,5,마라의 얼얼하고 매콤한 맛과 순두부 식감이 맛있었네요^^,3637,매콤대패삼겹덮밥
8824,ma,2019년 07월 21일,5,마라의 얼얼하고 매콤한 맛과 순두부 식감이 맛있었네요^^,3637,명란마요밥
8825,sa,2019년 07월 20일,4,밥 양에 부족하지않게 마파두부양은 넉넉해요 마라맛이 꽤 강해서 입 안이 얼얼하네요,3636,매콤대패삼겹덮밥
8826,ys,2019년 07월 20일,5,배달 전문업체가 배달 관리가 잘 안되는것 같네요. 주문하고 가타부타 연락도없이 1시간 반이 넘어서야 도착. 도착한 음식은 많이 식지 않은 상황...누구한테 컴플레인을 해야할지...벌써 2번째... 배달이 용이하지 않다는걸 감안할 수 있다면 시키시는게... 맛은 중상급입니다.,3635,매콤대패삼겹덮밥
8827,ys,2019년 07월 20일,5,배달 전문업체가 배달 관리가 잘 안되는것 같네요. 주문하고 가타부타 연락도없이 1시간 반이 넘어서야 도착. 도착한 음식은 많이 식지 않은 상황...누구한테 컴플레인을 해야할지...벌써 2번째... 배달이 용이하지 않다는걸 감안할 수 있다면 시키시는게... 맛은 중상급입니다.,3635,두툼한 통등심 가츠동
8828,ys,2019년 07월 20일,5,배달 전문업체가 배달 관리가 잘 안되는것 같네요. 주문하고 가타부타 연락도없이 1시간 반이 넘어서야 도착. 도착한 음식은 많이 식지 않은 상황...누구한테 컴플레인을 해야할지...벌써 2번째... 배달이 용이하지 않다는걸 감안할 수 있다면 시키시는게... 맛은 중상급입니다.,3635,그라나파다노 김치볶음밥
8829,ys,2019년 07월 20일,5,배달 전문업체가 배달 관리가 잘 안되는것 같네요. 주문하고 가타부타 연락도없이 1시간 반이 넘어서야 도착. 도착한 음식은 많이 식지 않은 상황...누구한테 컴플레인을 해야할지...벌써 2번째... 배달이 용이하지 않다는걸 감안할 수 있다면 시키시는게... 맛은 중상급입니다.,3635,수원왕갈비 치밥
8830,ys,2019년 07월 20일,5,배달 전문업체가 배달 관리가 잘 안되는것 같네요. 주문하고 가타부타 연락도없이 1시간 반이 넘어서야 도착. 도착한 음식은 많이 식지 않은 상황...누구한테 컴플레인을 해야할지...벌써 2번째... 배달이 용이하지 않다는걸 감안할 수 있다면 시키시는게... 맛은 중상급입니다.,3635,명란마요 가라아게 콤보
8831,fo,2019년 07월 20일,5,Stay alert! Find the vehicle!,3634,대패삼겹덮밥
8832,kj,2019년 07월 20일,5,살짝 매콤하게 먹으니 더 맛있네요★♥♥,3633,로스트 치킨과 매콤한 크림리조또
8833,bl,2019년 07월 20일,3,배달이 늦어서 그런지 음식이 다 식어서 눅눅했어요,3632,매콤대패삼겹덮밥
8834,bl,2019년 07월 20일,3,배달이 늦어서 그런지 음식이 다 식어서 눅눅했어요,3632,트러플 감자튀김
8835,bl,2019년 07월 20일,3,배달이 늦어서 그런지 음식이 다 식어서 눅눅했어요,3632,명란마요 가라아게 콤보
8836,o_,2019년 07월 20일,5,메뉴 이거밖에 안 남았길래 시켰는데 맛있네요.........,3631,두툼한 통등심 가츠동
8837,te,2019년 07월 20일,5,맛나요 배달 빨랏음,3630,허니갈릭 닭가슴살 시저샐러드
8838,dl,2019년 07월 20일,5,어제 주문했는데 오늘 리뷰남기네요~~ 밥도 맛있었지만 특히 샐러드가 넘 맛있었어요 또 주문할께요☆,3629,대패삼겹덮밥
8839,dl,2019년 07월 20일,5,어제 주문했는데 오늘 리뷰남기네요~~ 밥도 맛있었지만 특히 샐러드가 넘 맛있었어요 또 주문할께요☆,3629,허니갈릭 닭가슴살 시저샐러드
8840,my,2019년 07월 20일,4,너무 짜요. 밥 두 스픈에 두부 한개에요. 그 정도로 짜요. 두부도 짜고. 마라는 저랑 안맞는건가ㅜㅜㅜㅠ,3628,매콤대패삼겹덮밥
8841,pe,2019년 07월 19일,5,김치볶음밥은 처음 시켜봤는데 맛있어요 일반적인 김치볶음밥 맛인데 버섯이 들어가있어서 전 더 좋았어요 양이 많아영 거의 다 먹을때쯤엔 살짝 느끼했는데 국이랑 같이 먹으니까 괜찮았어요 ㅎㅎ,3627,그라나파다노 김치볶음밥
8842,pe,2019년 07월 19일,5,김치볶음밥은 처음 시켜봤는데 맛있어요 일반적인 김치볶음밥 맛인데 버섯이 들어가있어서 전 더 좋았어요 양이 많아영 거의 다 먹을때쯤엔 살짝 느끼했는데 국이랑 같이 먹으니까 괜찮았어요 ㅎㅎ,3627,된장국추가
8843,sh,2019년 07월 19일,5,<U+0001F3B6><U+0001F3B6><U+0001F3B6><U+0001F3B6><U+0001F3B6>,3626,두툼한 통등심 가츠동
8844,sh,2019년 07월 19일,5,<U+0001F3B6><U+0001F3B6><U+0001F3B6><U+0001F3B6><U+0001F3B6>,3626,트러플 감자튀김
8845,sh,2019년 07월 19일,5,<U+0001F3B6><U+0001F3B6><U+0001F3B6><U+0001F3B6><U+0001F3B6>,3626,스프라이트
8846,sh,2019년 07월 19일,5,맛은 확실합니다만 가격대비 양이 아쉽네요,3625,매콤대패삼겹덮밥
8847,dh,2019년 07월 19일,5,오우 이번주3번째 이것도 굿굿 !,3624,대패삼겹덮밥
8848,1,2019년 07월 19일,5,양도 많고 맛있어요 !!,3623,허니갈릭 닭가슴살 시저샐러드
8849,ho,2019년 07월 19일,4,특색있는 음식이 괜찮네요.,3622,로스트 치킨과 매콤한 크림리조또
8850,js,2019년 07월 19일,5,샐러드 배달 딱 맞춰서 왔어요. 어제 너무 맛있게 먹어서 시켰는데 오늘도 맛있어요. 아쉬운게 왜 인지 모르겠지만 어젠 베이컨 조각이 있었는데 오늘은 없더라구요.. ㅠㅠ 왜 없는지 모르겠는데 베이컨 넣어서 싸먹는거 넘 맛있었는데 아쉬워요. 그래도 맛있었어요. 다음에는 또 넣어줬음 좋겠어욤,3621,허니갈릭 닭가슴살 시저샐러드
8851,wo,2019년 07월 19일,5,맛나요~ 나뿓않앗어요,3620,수원왕갈비 치밥
8852,10,2019년 07월 19일,5,새우만 먹으면 좀 짜요 누룽지랑 같이 먹어야 덜 짬 그것빼고 만족해요,3619,명란마요 가라아게
8853,si,2019년 07월 19일,4,리조또 오늘은 기름이 너무 많았어요 기름둥둥.... 평소보다 별로 ㅠ,3618,로스트 치킨과 매콤한 크림리조또
8854,yo,2019년 07월 19일,4,깔끔하니 좋았어여!,3617,대패삼겹덮밥
8855,sc,2019년 07월 19일,5,가츠동 최고입니다. *++^,3616,두툼한 통등심 가츠동
8856,co,2019년 07월 19일,4,정말 배부르고 맛있게 먹었어요!,3615,수원왕갈비 치밥
8857,co,2019년 07월 19일,4,정말 배부르고 맛있게 먹었어요!,3615,명란마요밥
8858,yo,2019년 07월 19일,5,오 오늘은 배달도 빨랐어요. 원래 넉넉하게 시키는데 오늘은 제대로 와서 놀랐어요. ㅎㅎ 리조또는 역시 최고입니당,3614,로스트 치킨과 매콤한 크림리조또
8859,nu,2019년 07월 19일,1,ㅡㅡ배달예정시간 한참지났는데 안오고 매장전화번호없어서 통화도 못하고있네요 진짜 리뷰에 배달얘기 많은데 개선안하는거 문제아닌가요 여기 배달와서 소름돋게 맛있어도 다신 안시킬거같네요,3613,로스트 치킨과 매콤한 크림리조또
8860,co,2019년 07월 19일,1,도대체 언제 오나요 전화번호도 없어서 통화도 안되네요,3612,대패삼겹덮밥
8861,ha,2019년 07월 19일,5,ㅠㅠ예상 배달 시간 한시간인데 더 늦게왓어요 맛은 잇어용!!!,3611,대패삼겹덮밥
8862,hy,2019년 07월 19일,5,또 시켜먹어요~ 가츠동 맛있어요 단골할게요!,3610,두툼한 통등심 가츠동
8863,dh,2019년 07월 19일,5,돈까스 굿인데유 ㅎㅎ,3609,두툼한 통등심 가츠동
8864,to,2019년 07월 19일,5,정말 맛있더군요 정말로요,3608,로스트 치킨과 매콤한 크림리조또
8865,ya,2019년 07월 19일,2,"배달 느린거 알고시켰는데도 너어어어어무 느리네요 한시간 떴는데 한시간 15분쯤에 왔어요 치밥시켰는데, 간이 전체적으로 짜요 밥은 거의 간이 안되어있는데도 불구하고 닭이 너무 짭니다 예전에 다른메뉴는 그래도 먹을만했었는데...",3607,수원왕갈비 치밥
8866,ya,2019년 07월 19일,2,"배달 느린거 알고시켰는데도 너어어어어무 느리네요 한시간 떴는데 한시간 15분쯤에 왔어요 치밥시켰는데, 간이 전체적으로 짜요 밥은 거의 간이 안되어있는데도 불구하고 닭이 너무 짭니다 예전에 다른메뉴는 그래도 먹을만했었는데...",3607,명란마요 가라아게
8867,te,2019년 07월 19일,5,맛있고 배달 빨랏어요,3606,로스트 치킨과 매콤한 크림리조또
8868,te,2019년 07월 19일,5,맛있고 배달 빨랏어요,3605,두툼한 통등심 가츠동
8869,rl,2019년 07월 19일,5,메인음식이 너무 많아서 밥이 항상 부족한곳<U+0001F9E1>,3604,대패삼겹덮밥
8870,bo,2019년 07월 19일,5,맛있게 잘먹었습니다,3603,로스트 치킨과 매콤한 크림리조또
8871,87,2019년 07월 18일,3,"처음 주문해봤습니다. 배달은 예상시간 40분을 아득히 초과한 1시간 20분 소요. 메인 요리는 무난했습니다만, 사이드 메뉴인 트러플 감자튀김, 특히 가라아게는 최악이었어요.. 오뎅(어묵)볶음으로 착각할 정도로 눅눅해져 왔더군요. (식감 또한..) 이런 수준의 사이드면 그 돈 받고 파시면 안 됩니다.. 배달도 너무 한꺼번에 모아서 가져다주시는 것 같아요. 원래 리뷰 길게 안 적는데 도움되셨으면 하는 마음에 남깁니다.",3602,대패삼겹덮밥
8872,87,2019년 07월 18일,3,"처음 주문해봤습니다. 배달은 예상시간 40분을 아득히 초과한 1시간 20분 소요. 메인 요리는 무난했습니다만, 사이드 메뉴인 트러플 트러플 감자튀김, 특히 가라아게는 최악이었어요.. 오뎅(어묵)볶음으로 착각할 정도로 눅눅해져 왔더군요. (식감 또한..) 이런 수준의 사이드면 그 돈 받고 파시면 안 됩니다.. 배달도 너무 한꺼번에 모아서 가져다주시는 것 같아요. 원래 리뷰 길게 안 적는데 도움되셨으면 하는 마음에 남깁니다.",3602,트러플 감자튀김
8873,87,2019년 07월 18일,3,"처음 주문해봤습니다. 배달은 예상시간 40분을 아득히 초과한 1시간 20분 소요. 메인 요리는 무난했습니다만, 사이드 메뉴인 트러플 감자튀김, 특히 가라아게는 최악이었어요.. 오뎅(어묵)볶음으로 착각할 정도로 눅눅해져 왔더군요. (식감 또한..) 이런 수준의 사이드면 그 돈 받고 파시면 안 됩니다.. 배달도 너무 한꺼번에 모아서 가져다주시는 것 같아요. 원래 리뷰 길게 안 적는데 도움되셨으면 하는 마음에 남깁니다.",3602,로스트 치킨과 매콤한 크림리조또
8874,87,2019년 07월 18일,3,"처음 주문해봤습니다. 배달은 예상시간 40분을 아득히 초과한 1시간 20분 소요. 메인 요리는 무난했습니다만, 사이드 메뉴인 트러플 감자튀김, 특히 가라아게는 최악이었어요.. 오뎅(어묵)볶음으로 착각할 정도로 눅눅해져 왔더군요. (식감 또한..) 이런 수준의 사이드면 그 돈 받고 파시면 안 됩니다.. 배달도 너무 한꺼번에 모아서 가져다주시는 것 같아요. 원래 리뷰 길게 안 적는데 도움되셨으면 하는 마음에 남깁니다.",3602,명란마요 가라아게
8875,yk,2019년 07월 18일,5,음식 맛있었습니다. 국 담는 용기에 뭔가 이물질이 있어서 한번 씻었어요.,3601,대패삼겹덮밥
8876,yk,2019년 07월 18일,5,음식 맛있었습니다. 국 담는 용기에 뭔가 이물질이 있어서 한번 씻었어요.,3601,종가집김치
8877,1,2019년 07월 18일,5,맛있게 잘먹었습니다 ㅎㅎ~~,3600,허니갈릭 닭가슴살 시저샐러드
8878,at,2019년 07월 18일,2,넘 맛없어요ㅜ 닭다리 20g 들어있는듯..,3599,그라나파다노 김치볶음밥
8879,js,2019년 07월 18일,5,샐러드 솔직히 기대 안했는데 양도 많고 너무 맛있네요. 계란에 닭가슴살에 치즈에 올리브 야채들 올려서 들어있는 얇은 빵에 싸먹으면 넘 맛있어요. 샐러드로 배가 든든 해지고 너무 좋네요. 할인 받아서 더 좋아요. 배달은 1시간 걸렸어요,3598,허니갈릭 닭가슴살 시저샐러드
8880,sa,2019년 07월 18일,1,언제오는건가요...한시간이 지났는데 아직도 안왔네요..,3597,대패삼겹덮밥
8881,ho,2019년 07월 18일,3,"처음인데 배달이 조금늦네요.....,",3596,수원왕갈비 치밥
8882,my,2019년 07월 18일,5,요구사항도 잘 들어주시고 아주맛잇네여,3595,로스트 치킨과 매콤한 크림리조또
8883,ch,2019년 07월 18일,4,갈비양념치킨은 순살로 나옵니다. 닭다리살인것 같네요. 위 두 사항을 감안하면 양은 아주 나쁘진 않습니다. 물론 할인가 아니면 관심은 없습니다. 배달은 틀려서 잘못가져왔다 돌아오고 길잃어서 마중나가니 80분만에 도착했습니다. 배달 신경쓰겠다 운운하지만 그냥 글른거같으니까 먹을거면 1시간전쯤 주문하시는게 정신건강에 좋을 것 같습니다. 저는 식은 음식을 신경쓰지 않는 사람이라 감점사항이 없지만 밥류를 시켰으면 별이 2점에대서 놀 수도 있겠네요.,3594,수원왕갈비 치밥
8884,yo,2019년 07월 18일,5,4시 주문임에도 1시간 20분이 넘어 도착했네요. 주문하실 분들은 1시간 30분 정도 전에 주문하시길 권합니다. 어제도 그제도 1시간 20분~30분 정도 배달 시간이 소요되네요.,3593,두툼한 통등심 가츠동
8885,dd,2019년 07월 18일,5,맛있어요! 배달이 좀 늦었지만 음식은 따뜻했구요,3592,두툼한 통등심 가츠동
8886,2j,2019년 07월 18일,5,맛있게 잘 먹었습니다.,3591,두툼한 통등심 가츠동
8887,fo,2019년 07월 18일,5,어머어머어마어머어머러머러머미쪈,3590,두툼한 통등심 가츠동
8888,sa,2019년 07월 18일,4,부분부분 돼지고기 질긴부분이 씹혔지만 김치도 꽉꽉 담아주시고 잘 먹었습니다~,3589,두툼한 통등심 가츠동
8889,gn,2019년 07월 18일,5,배달 빠르고 맛나네요,3588,수원왕갈비 치밥
8890,ro,2019년 07월 18일,4,배달예정시간보다 30분이나 더 늦게도착했어요 그래서 그런지 밥알은 팅팅불어있고.... 그냥 맛은 무난무난 느끼하긴 좀 느끼한데 할라피뇨있어서 괜찮고 닭은 가슴살인지 좀 퍽퍽해요 재주문은 다른요리로 시켜보려구요 ㅠㅠㅜ,3587,로스트 치킨과 매콤한 크림리조또
8891,ha,2019년 07월 18일,5,김치볶음밥 가츠동도 먹어봤는데 이 메뉴가 제일 구성이 좋은 것 같아요. 건강하면서 맛도 있어요~ 배달은 딱 60분 걸렸구요,3586,로스트 치킨과 매콤한 크림리조또
8892,rh,2019년 07월 18일,4,처음 먹었는데 깔끔하고 맛도 좋고 굿입니다,3585,두툼한 통등심 가츠동
